" ;"" "";"" "";""SLOVENIJA"";""Zahodna Slovenija"";""..Obalno-kraška"";""..Goriška"";""..Gorenjska"";""..Osrednjeslovenska"";""Vzhodna Slovenija"";""..Notranjsko-kraška"";""..Jugovzhodna Slovenija"";""..Spodnjeposavska"";""..Zasavska"";""..Savinjska"";""..Koroška"";""..Podravska"";""..Pomurska""",,,
2000,,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";100.0;29.7;3.3;7.0;6.9;12.6;70.3;4.9;12.1;6.1;1.3;14.0;4.1;15.6;12.2",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";100.0;42.6;3.3;6.4;11.3;21.6;57.4;2.3;10.1;4.4;2.5;16.1;4.6;13.2;4.1",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";100.0;44.3;3.2;6.6;12.4;22.1;55.7;2.6;11.6;2.4;1.9;15.0;4.7;13.0;4.5",,,
" ;"" "";""F Gradbeništvo"";100.0;51.1;6.8;7.3;6.9;30.0;48.9;2.3;6.5;3.1;1.4;13.0;2.4;14.8;5.4",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";100.0;63.0;9.8;4.4;9.8;39.0;37.0;1.6;4.3;2.2;1.0;10.3;2.1;11.7;3.9",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";100.0;81.0;4.1;2.2;3.8;70.9;19.0;0.4;1.7;0.3;0.7;4.4;0.7;9.0;1.8",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";100.0;67.8;6.3;4.4;5.9;51.2;32.2;1.1;3.1;1.1;1.1;7.0;1.6;14.9;2.3",,,
" ;"" "";""L Poslovanje z nepremièninami"";100.0;48.0;5.4;6.0;9.7;26.9;52.0;2.6;6.6;3.3;2.0;12.2;3.4;15.8;6.1",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";100.0;65.0;4.0;3.3;7.6;50.1;35.0;1.1;6.4;1.7;1.5;6.3;1.4;14.1;2.6",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";100.0;59.1;4.9;4.8;7.3;42.1;40.9;1.7;5.4;2.5;1.3;9.5;2.7;13.5;4.3"
" ;"" "";""RSTU Druge dejavnosti"";100.0;75.3;9.9;20.6;8.2;36.6;24.7;0.8;2.5;1.3;0.7;6.7;1.5;9.1;2.1",,,
" ;""Struktura po dejavnostih (%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";2.6;1.4;1.5;3.3;2.0;0.9;4.2;6.9;4.9;5.5;2.1;3.2;3.7;3.1;7.7",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";28.1;21.6;16.4;31.5;35.6;17.3;36.1;34.5;43.1;42.4;44.2;39.8;44.3;28.1;27.7",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";24.0;19.2;13.7;28.0;33.4;15.1;29.9;32.8;42.0;19.8;29.0;31.5;38.8;23.7;25.6",,,
" ;"" "";""F Gradbeništvo"";6.2;5.8;7.6;8.1;4.8;5.3;6.8;7.6;6.1;6.7;5.3;7.1;5.2;7.0;8.1",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";19.3;22.0;33.6;14.8;21.3;21.4;15.9;16.3;12.4;14.2;11.8;17.4;14.1;17.1;17.8",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";3.9;5.6;2.8;1.5;1.6;7.8;1.6;0.8;1.0;0.4;1.8;1.5;0.9;2.6;1.6",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";4.6;5.6;5.2;3.6;3.0;6.7;3.3;2.6;2.2;1.8;3.3;2.8;2.4;5.2;2.6",,,
" ;"" "";""L Poslovanje z nepremièninami"";7.5;6.5;7.3;7.9;8.2;5.7;8.7;10.1;7.5;8.5;9.3;8.0;8.7;8.9;10.8",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";8.5;9.9;6.0;4.9;7.2;12.1;6.6;4.7;8.2;4.8;7.7;4.7;4.1;9.1;5.3",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";16.5;17.7;14.4;14.0;13.5;19.8;15.1;15.2;13.6;14.3;13.2;13.8;15.1;16.9;16.9"
" ;"" "";""RSTU Druge dejavnosti"";2.9;3.9;5.1;10.5;2.6;3.0;1.6;1.2;1.1;1.3;1.3;1.7;1.5;2.0;1.4",,,
2005,,,
" ;""Mio EUR (fiksni teèaj 2007)""",,,
" ;"" "";""Skupaj dejavnosti"";25177;13951;1399;1420;2194;8938;11227;467;1636;747;400;2885;742;3317;1032",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";666;203;25;45;47;85;463;34;85;40;9;91;27;100;77",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";6814;2926;215;435;760;1516;3888;156;686;303;170;1097;325;877;274",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";5788;2580;177;389;713;1301;3208;149;669;137;112;872;284;736;250",,,
" ;"" "";""F Gradbeništvo"";1672;857;113;118;110;517;815;35;103;60;22;230;42;232;92",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";4967;3108;486;221;489;1912;1859;76;213;110;53;510;105;606;186",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";1012;824;31;23;37;733;187;4;17;3;6;45;7;88;17",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";1164;791;77;51;66;596;373;13;37;13;12;81;19;169;30",,,
" ;"" "";""L Poslovanje z nepremièninami"";1920;926;106;114;185;520;994;49;129;63;38;232;64;303;115",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";2050;1291;78;68;135;1010;759;22;121;37;30;165;30;306;47",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";4171;2464;204;201;304;1755;1707;73;227;108;53;387;111;570;179"
" ;"" "";""RSTU Druge dejavnosti"";742;562;65;145;59;293;180;5;18;10;5;48;12;66;15",,,
" ;""Struktura po regijah (Slovenija = 100%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;55.4;5.6;5.6;8.7;35.5;44.6;1.9;6.5;3.0;1.6;11.5;2.9;13.2;4.1",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";100.0;30.5;3.8;6.8;7.1;12.8;69.5;5.1;12.7;6.1;1.4;13.6;4.0;15.0;11.6",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";100.0;42.9;3.2;6.4;11.2;22.3;57.1;2.3;10.1;4.4;2.5;16.1;4.8;12.9;4.0",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";100.0;44.6;3.1;6.7;12.3;22.5;55.4;2.6;11.6;2.4;1.9;15.1;4.9;12.7;4.3",,,
" ;"" "";""F Gradbeništvo"";100.0;51.2;6.8;7.0;6.6;30.9;48.8;2.1;6.2;3.6;1.3;13.7;2.5;13.9;5.5",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";100.0;62.6;9.8;4.4;9.8;38.5;37.4;1.5;4.3;2.2;1.1;10.3;2.1;12.2;3.7",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";100.0;81.5;3.1;2.3;3.6;72.5;18.5;0.4;1.7;0.3;0.6;4.4;0.7;8.7;1.7",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";100.0;67.9;6.6;4.4;5.7;51.2;32.1;1.1;3.2;1.1;1.0;7.0;1.7;14.5;2.6",,,
" ;"" "";""L Poslovanje z nepremièninami"";100.0;48.2;5.5;5.9;9.7;27.1;51.8;2.5;6.7;3.3;2.0;12.1;3.3;15.8;6.0",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";100.0;63.0;3.8;3.3;6.6;49.3;37.0;1.1;5.9;1.8;1.5;8.1;1.5;14.9;2.3",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";100.0;59.1;4.9;4.8;7.3;42.1;40.9;1.7;5.4;2.6;1.3;9.3;2.7;13.7;4.3"
" ;"" "";""RSTU Druge dejavnosti"";100.0;75.7;8.7;19.5;7.9;39.5;24.3;0.7;2.4;1.3;0.7;6.5;1.6;9.0;2.1",,,
" ;""Struktura po dejavnostih (%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";2.6;1.5;1.8;3.2;2.2;1.0;4.1;7.2;5.2;5.4;2.3;3.1;3.6;3.0;7.5",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";27.1;21.0;15.3;30.6;34.7;17.0;34.6;33.5;41.9;40.5;42.6;38.0;43.8;26.4;26.6",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";23.0;18.5;12.7;27.4;32.5;14.6;28.6;32.0;40.9;18.3;27.9;30.2;38.2;22.2;24.3",,,
" ;"" "";""F Gradbeništvo"";6.6;6.1;8.1;8.3;5.0;5.8;7.3;7.4;6.3;8.0;5.6;8.0;5.6;7.0;8.9",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";19.7;22.3;34.7;15.5;22.3;21.4;16.6;16.3;13.0;14.7;13.3;17.7;14.1;18.3;18.0",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";4.0;5.9;2.2;1.6;1.7;8.2;1.7;0.9;1.0;0.4;1.6;1.5;0.9;2.6;1.7",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";4.6;5.7;5.5;3.6;3.0;6.7;3.3;2.7;2.3;1.7;3.0;2.8;2.6;5.1;2.9",,,
" ;"" "";""L Poslovanje z nepremièninami"";7.6;6.6;7.6;8.0;8.5;5.8;8.9;10.5;7.9;8.5;9.6;8.0;8.6;9.1;11.2",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";8.1;9.3;5.6;4.8;6.2;11.3;6.8;4.7;7.4;5.0;7.5;5.7;4.1;9.2;4.6",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";16.6;17.7;14.5;14.1;13.9;19.6;15.2;15.5;13.9;14.4;13.2;13.4;15.0;17.2;17.3"
" ;"" "";""RSTU Druge dejavnosti"";2.9;4.0;4.6;10.2;2.7;3.3;1.6;1.1;1.1;1.3;1.4;1.7;1.6;2.0;1.5",,,
2006,,,
" ;""Mio EUR (fiksni teèaj 2007)""",,,
" ;"" "";""Skupaj dejavnosti"";27225;15186;1534;1514;2338;9800;12039;500;1802;787;413;3070;778;3608;1083",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";627;195;21;45;48;82;432;35;75;36;8;84;27;94;72",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";7317;3146;229;460;797;1661;4171;165;786;325;181;1166;330;936;282",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";6209;2767;189;407;742;1430;3441;157;768;142;121;925;284;788;256",,,
" ;"" "";""F Gradbeništvo"";1957;1006;141;142;132;591;951;40;120;63;25;275;44;279;105",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";5437;3424;535;242;528;2120;2013;84;236;121;52;548;116;658;198",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";1100;900;34;24;39;804;200;4;18;4;7;47;8;95;18",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";1376;930;93;58;68;712;446;14;44;15;15;96;24;205;33",,,
" ;"" "";""L Poslovanje z nepremièninami"";2008;976;114;118;198;547;1031;51;133;66;40;239;67;316;120",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";2269;1450;90;74;147;1139;820;23;132;35;26;164;33;354;53",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";4371;2582;213;210;321;1837;1789;78;238;114;55;401;116;599;188"
" ;"" "";""RSTU Druge dejavnosti"";763;575;65;140;61;308;188;6;19;9;5;51;14;70;15",,,
" ;""Struktura po regijah (Slovenija = 100%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;55.8;5.6;5.6;8.6;36.0;44.2;1.8;6.6;2.9;1.5;11.3;2.9;13.3;4.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";100.0;31.1;3.4;7.1;7.6;13.0;68.9;5.6;12.0;5.7;1.3;13.4;4.4;15.1;11.5",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";100.0;43.0;3.1;6.3;10.9;22.7;57.0;2.3;10.7;4.4;2.5;15.9;4.5;12.8;3.9",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";100.0;44.6;3.0;6.6;11.9;23.0;55.4;2.5;12.4;2.3;1.9;14.9;4.6;12.7;4.1",,,
" ;"" "";""F Gradbeništvo"";100.0;51.4;7.2;7.3;6.7;30.2;48.6;2.1;6.1;3.2;1.3;14.1;2.3;14.2;5.4",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";100.0;63.0;9.8;4.4;9.7;39.0;37.0;1.5;4.3;2.2;1.0;10.1;2.1;12.1;3.6",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";100.0;81.9;3.1;2.2;3.5;73.1;18.1;0.4;1.7;0.3;0.6;4.2;0.7;8.7;1.6",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";100.0;67.6;6.7;4.2;4.9;51.7;32.4;1.0;3.2;1.1;1.1;7.0;1.7;14.9;2.4",,,
" ;"" "";""L Poslovanje z nepremièninami"";100.0;48.6;5.7;5.9;9.8;27.2;51.4;2.6;6.6;3.3;2.0;11.9;3.3;15.8;6.0",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";100.0;63.9;4.0;3.2;6.5;50.2;36.1;1.0;5.8;1.6;1.1;7.2;1.4;15.6;2.3",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";100.0;59.1;4.9;4.8;7.4;42.0;40.9;1.8;5.4;2.6;1.3;9.2;2.7;13.7;4.3"
" ;"" "";""RSTU Druge dejavnosti"";100.0;75.4;8.5;18.4;8.0;40.4;24.6;0.8;2.5;1.1;0.6;6.7;1.8;9.1;2.0",,,
" ;""Struktura po dejavnostih (%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";2.3;1.3;1.4;3.0;2.0;0.8;3.6;7.0;4.2;4.5;1.9;2.7;3.5;2.6;6.6",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";26.9;20.7;14.9;30.4;34.1;16.9;34.6;33.0;43.6;41.3;43.9;38.0;42.4;26.0;26.1",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";22.8;18.2;12.3;26.9;31.7;14.6;28.6;31.5;42.6;18.1;29.3;30.1;36.5;21.8;23.7",,,
" ;"" "";""F Gradbeništvo"";7.2;6.6;9.2;9.4;5.6;6.0;7.9;8.1;6.6;7.9;6.1;9.0;5.7;7.7;9.7",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";20.0;22.6;34.9;16.0;22.6;21.6;16.7;16.8;13.1;15.4;12.6;17.8;14.9;18.3;18.3",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";4.0;5.9;2.2;1.6;1.7;8.2;1.7;0.8;1.0;0.4;1.6;1.5;1.0;2.6;1.6",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";5.1;6.1;6.0;3.9;2.9;7.3;3.7;2.8;2.4;1.9;3.6;3.1;3.1;5.7;3.0",,,
" ;"" "";""L Poslovanje z nepremièninami"";7.4;6.4;7.4;7.8;8.4;5.6;8.6;10.3;7.4;8.3;9.6;7.8;8.6;8.8;11.1",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";8.3;9.5;5.9;4.9;6.3;11.6;6.8;4.5;7.4;4.5;6.2;5.3;4.2;9.8;4.9",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";16.1;17.0;13.9;13.9;13.7;18.7;14.9;15.6;13.2;14.5;13.3;13.1;14.9;16.6;17.3"
" ;"" "";""RSTU Druge dejavnosti"";2.8;3.8;4.2;9.3;2.6;3.1;1.6;1.2;1.1;1.1;1.1;1.7;1.7;1.9;1.4",,,
2007,,,
" ;""Mio EUR (fiksni teèaj 2007)""",,,
" ;"" "";""Skupaj dejavnosti"";30367;16938;1717;1722;2598;10900;13429;562;2012;883;450;3419;863;4045;1196",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";775;242;27;57;56;102;533;43;90;41;9;108;36;118;88",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";8070;3455;254;518;882;1801;4615;179;872;365;192;1265;369;1059;314",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";6881;3039;209;462;827;1541;3842;171;851;160;131;1019;323;905;281",,,
" ;"" "";""F Gradbeništvo"";2451;1291;172;185;161;773;1160;51;146;81;30;316;51;358;128",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";6234;3914;614;276;601;2423;2320;96;279;135;62;666;129;731;222",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";1216;997;37;26;43;891;219;4;20;4;7;50;9;107;18",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";1460;1005;103;58;68;776;455;14;45;16;14;99;23;212;32",,,
" ;"" "";""L Poslovanje z nepremièninami"";2151;1048;122;126;211;590;1102;58;140;69;41;255;70;341;127",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";2611;1675;99;87;183;1306;936;28;154;41;33;177;38;411;54",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";4597;2716;221;218;337;1939;1881;82;246;121;57;428;123;628;197"
" ;"" "";""RSTU Druge dejavnosti"";803;595;68;172;57;298;208;6;20;10;6;55;15;78;17",,,
" ;""Struktura po regijah (Slovenija = 100%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;55.8;5.7;5.7;8.6;35.9;44.2;1.8;6.6;2.9;1.5;11.3;2.8;13.3;3.9",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";100.0;31.2;3.5;7.3;7.2;13.2;68.8;5.5;11.6;5.3;1.2;13.9;4.6;15.3;11.4",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";100.0;42.8;3.1;6.4;10.9;22.3;57.2;2.2;10.8;4.5;2.4;15.7;4.6;13.1;3.9",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";100.0;44.2;3.0;6.7;12.0;22.4;55.8;2.5;12.4;2.3;1.9;14.8;4.7;13.2;4.1",,,
" ;"" "";""F Gradbeništvo"";100.0;52.7;7.0;7.5;6.6;31.6;47.3;2.1;6.0;3.3;1.2;12.9;2.1;14.6;5.2",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";100.0;62.8;9.8;4.4;9.6;38.9;37.2;1.5;4.5;2.2;1.0;10.7;2.1;11.7;3.6",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";100.0;82.0;3.0;2.1;3.6;73.3;18.0;0.3;1.6;0.3;0.6;4.1;0.8;8.8;1.5",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";100.0;68.9;7.1;4.0;4.7;53.1;31.1;1.0;3.1;1.1;0.9;6.8;1.6;14.5;2.2",,,
" ;"" "";""L Poslovanje z nepremièninami"";100.0;48.7;5.7;5.8;9.8;27.4;51.3;2.7;6.5;3.2;1.9;11.9;3.3;15.9;5.9",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";100.0;64.2;3.8;3.3;7.0;50.0;35.8;1.1;5.9;1.6;1.2;6.8;1.5;15.8;2.1",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";100.0;59.1;4.8;4.8;7.3;42.2;40.9;1.8;5.4;2.6;1.2;9.3;2.7;13.7;4.3"
" ;"" "";""RSTU Druge dejavnosti"";100.0;74.1;8.5;21.4;7.1;37.1;25.9;0.8;2.5;1.2;0.8;6.9;1.9;9.8;2.1",,,
" ;""Struktura po dejavnostih (%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";2.6;1.4;1.6;3.3;2.1;0.9;4.0;7.6;4.5;4.7;2.1;3.2;4.2;2.9;7.4",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";26.6;20.4;14.8;30.1;33.9;16.5;34.4;31.9;43.4;41.4;42.6;37.0;42.7;26.2;26.2",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";22.7;17.9;12.2;26.8;31.8;14.1;28.6;30.4;42.3;18.1;29.1;29.8;37.5;22.4;23.5",,,
" ;"" "";""F Gradbeništvo"";8.1;7.6;10.0;10.7;6.2;7.1;8.6;9.1;7.3;9.1;6.6;9.2;5.9;8.8;10.7",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";20.5;23.1;35.7;16.0;23.1;22.2;17.3;17.0;13.9;15.3;13.8;19.5;14.9;18.1;18.6",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";4.0;5.9;2.2;1.5;1.7;8.2;1.6;0.7;1.0;0.4;1.5;1.5;1.1;2.6;1.5",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";4.8;5.9;6.0;3.4;2.6;7.1;3.4;2.6;2.2;1.8;3.0;2.9;2.7;5.2;2.6",,,
" ;"" "";""L Poslovanje z nepremièninami"";7.1;6.2;7.1;7.3;8.1;5.4;8.2;10.4;7.0;7.8;9.2;7.5;8.1;8.4;10.6",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";8.6;9.9;5.8;5.0;7.0;12.0;7.0;4.9;7.6;4.7;7.2;5.2;4.4;10.2;4.5",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";15.1;16.0;12.9;12.7;13.0;17.8;14.0;14.6;12.2;13.7;12.6;12.5;14.2;15.5;16.5"
" ;"" "";""RSTU Druge dejavnosti"";2.6;3.5;4.0;10.0;2.2;2.7;1.5;1.1;1.0;1.1;1.4;1.6;1.8;1.9;1.4",,,
2008,,,
" ;""Mio EUR (fiksni teèaj 2007)""",,,
" ;"" "";""Skupaj dejavnosti"";32681;18230;1874;1834;2773;11748;14451;603;2152;955;484;3732;913;4355;1257",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";763;240;26;55;59;99;523;41;86;42;9;109;35;116;86",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";8265;3461;249;534;882;1795;4804;179;915;398;195;1319;382;1094;322",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";6981;3028;203;467;823;1535;3952;170;892;169;130;1051;331;920;289",,,
" ;"" "";""F Gradbeništvo"";2762;1431;190;206;191;844;1331;64;164;82;35;383;58;413;132",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";6852;4321;696;303;667;2655;2531;107;310;145;77;729;136;792;235",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";1294;1048;39;28;50;931;245;5;22;5;7;55;11;120;21",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";1539;1067;106;58;73;830;473;15;46;16;12;105;22;225;32",,,
" ;"" "";""L Poslovanje z nepremièninami"";2387;1170;130;138;233;669;1217;65;155;74;44;284;76;381;139",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";2902;1880;123;113;191;1454;1022;31;166;46;35;212;42;431;59",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";5064;2987;243;236;370;2138;2077;92;268;135;63;478;134;695;214"
" ;"" "";""RSTU Druge dejavnosti"";853;625;72;162;58;333;229;7;20;11;7;59;16;89;19",,,
" ;""Struktura po regijah (Slovenija = 100%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;55.8;5.7;5.6;8.5;35.9;44.2;1.8;6.6;2.9;1.5;11.4;2.8;13.3;3.8",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";100.0;31.4;3.4;7.2;7.8;13.0;68.6;5.3;11.2;5.5;1.2;14.3;4.6;15.2;11.3",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";100.0;41.9;3.0;6.5;10.7;21.7;58.1;2.2;11.1;4.8;2.4;16.0;4.6;13.2;3.9",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";100.0;43.4;2.9;6.7;11.8;22.0;56.6;2.4;12.8;2.4;1.9;15.1;4.7;13.2;4.1",,,
" ;"" "";""F Gradbeništvo"";100.0;51.8;6.9;7.5;6.9;30.6;48.2;2.3;5.9;3.0;1.3;13.9;2.1;14.9;4.8",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";100.0;63.1;10.2;4.4;9.7;38.7;36.9;1.6;4.5;2.1;1.1;10.6;2.0;11.6;3.4",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";100.0;81.0;3.0;2.2;3.8;72.0;19.0;0.4;1.7;0.3;0.6;4.2;0.9;9.3;1.6",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";100.0;69.3;6.9;3.8;4.7;53.9;30.7;0.9;3.0;1.1;0.8;6.8;1.4;14.6;2.0",,,
" ;"" "";""L Poslovanje z nepremièninami"";100.0;49.0;5.4;5.8;9.8;28.0;51.0;2.7;6.5;3.1;1.8;11.9;3.2;15.9;5.8",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";100.0;64.8;4.2;3.9;6.6;50.1;35.2;1.1;5.7;1.6;1.2;7.3;1.4;14.9;2.0",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";100.0;59.0;4.8;4.7;7.3;42.2;41.0;1.8;5.3;2.7;1.2;9.4;2.6;13.7;4.2"
" ;"" "";""RSTU Druge dejavnosti"";100.0;73.2;8.4;19.0;6.8;39.0;26.8;0.8;2.4;1.3;0.8;6.9;1.9;10.5;2.2",,,
" ;""Struktura po dejavnostih (%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";2.3;1.3;1.4;3.0;2.1;0.8;3.6;6.7;4.0;4.4;1.9;2.9;3.8;2.7;6.8",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";25.3;19.0;13.3;29.1;31.8;15.3;33.2;29.7;42.5;41.7;40.2;35.3;41.9;25.1;25.6",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";21.4;16.6;10.8;25.5;29.7;13.1;27.3;28.2;41.4;17.7;26.9;28.2;36.2;21.1;23.0",,,
